PCCDB-ID,Open Babel SMILES,HOMO-LUMO gap,HOMO energy,LUMO energy,Dipole moment,Excitation energy (1st),Oscillator strength (1st),Excitation energy (2nd),Oscillator strength (2nd),Excitation energy (3rd),Oscillator strength (3rd),Excitation energy (4th),Oscillator strength (4th),Num. of H bond acceptor,Num. of H bond donor,TPSA,logP,Molecular refractivity,Melting point
12585,CC/C=C/C,7.317,-6.403,0.914,0.04,6.142,0.0281,6.416,0.0623,6.54,0.0004,6.803999999999999,,0.0,0.0,0.0,1.972,25.68,-16.11
6287,N[C@H](C(=O)O)C(C)C,6.765,-6.569,0.196,4.21,5.4510000000000005,0.003,5.75,0.0047,5.867000000000001,0.0022,6.171,,3.0,2.0,63.32,0.755,30.63,105.51
1182,N[C@H](C(=O)O)C(C)C,6.89,-6.555,0.335,3.98,5.27,0.0047,5.426,0.0072,6.545,0.0098,6.685,,3.0,2.0,63.32,0.755,30.63,105.51
11168,CSC#N,6.487,-7.266,-0.778,4.05,4.922,0.0,6.169,0.0021,6.763,0.0144,6.869,,2.0,0.0,49.09,0.83,19.07,18.96
12213,C/C(=N\NC(=N)O)/CC,5.91,-5.987,-0.076,3.68,5.299,0.1726,5.424,0.1722,5.946000000000001,0.0045,6.077999999999999,,4.0,2.0,67.48,1.5319999999999998,35.93,105.12
17576,COC(=S)S,4.757,-6.247999999999999,-1.491,5.27,3.322,0.0,4.68,0.0696,5.308,0.0094,5.336,,3.0,1.0,80.12,0.848,28.53,17.76
12965,CCC(=O)N(C)C,7.292999999999999,-6.348,0.944,3.52,5.675,0.0013,5.737,0.0181,6.093,0.0136,6.3420000000000005,,2.0,0.0,20.31,0.485,29.25,-1.87
793,O[C@H](C(=O)O)Cc1cnc[nH]1,6.142,-6.457000000000001,-0.316,1.84,5.044,0.0055,5.438,0.0043,5.667999999999999,0.0513,6.093999999999999,,4.0,3.0,86.21,-0.602,36.1,164.38
262,C[C@H]([C@@H](O)C)O,8.672,-6.77,1.902,0.0,6.337999999999999,0.0143,6.432,0.0,7.145,0.016,7.167000000000001,,2.0,2.0,40.46,-0.252,23.67,12.0
16384,CC/C=C(\C=C)/CC,5.399,-5.848,-0.449,0.4,5.19,0.5389,5.497999999999999,0.002,5.746,0.0159,5.869,,0.0,0.0,0.0,2.919,39.62,-35.28
8282,CCC(CO)(CO)N,8.264,-6.599,1.665,2.32,5.985,0.0125,6.294,0.0102,6.4110000000000005,0.0026,6.573,,3.0,3.0,66.48,-0.221,31.22,76.61
7292,C/C(=N\O)/CC,6.939,-6.509,0.43,0.66,6.11,0.0112,6.142,0.0065,6.49,0.131,6.818,,2.0,1.0,32.59,1.246,25.76,46.54
8069,CCC/C=N/O,6.952999999999999,-6.74,0.212,0.66,6.032,0.0015,6.356,0.196,6.506,0.0015,6.691,,2.0,1.0,32.59,1.246,25.76,46.54
15112,CN(C#N)C,7.713999999999999,-6.587999999999999,1.127,4.73,5.751,0.0286,5.839,0.0011,6.4910000000000005,0.0004,6.814,,2.0,0.0,27.03,0.0289999999999999,19.18,11.97
962,O,9.627,-7.923999999999999,1.703,2.1,7.824,0.0706,10.014,0.0,10.117,0.1224,11.458,,1.0,1.0,9.23,-0.064,3.05,0.0
24602,O,9.627,-7.923999999999999,1.703,2.1,7.824,0.0706,10.014,0.0,10.117,0.1224,11.458,,1.0,1.0,9.23,-0.064,3.05,0.0
8025,CCOC=O,7.856,-7.649,0.207,1.89,5.806,0.0014,7.462000000000001,0.01,7.781000000000001,0.1146,7.888,,2.0,0.0,26.3,0.815,18.21,-39.8
587,OC(=O)CN(C(=N)NP(=O)(O)O)C,6.6370000000000005,-6.397,0.239,7.73,5.088,0.008,5.353,0.0007,5.751,0.0359,5.848,,8.0,4.0,146.26,-0.889,43.39,213.0
7750,CCC(=O)OC=C,6.523,-6.7620000000000005,-0.239,1.57,5.691,0.0007,5.939,0.3084,6.456,0.032,6.859,,2.0,0.0,26.3,1.083,26.96,-34.06
7894,NCCC(C)C,8.498,-6.215,2.283,1.4,5.567,0.0115,6.358,0.0136,6.41,0.0085,6.706,,1.0,1.0,26.02,1.692,28.86,28.35
9994,CC(=O)N1CC1,6.784,-6.7,0.084,3.05,5.038,0.0061,6.278,0.0473,6.507000000000001,0.0647,6.8,,2.0,0.0,20.08,-0.214,26.24,7.45
50,OC[C@@H]([C@@H]([C@@H](C(=O)C(=O)O)O)O)O,5.045,-7.23,-2.185,1.82,3.612,0.0003,4.288,0.0173,4.445,0.0138,5.05,,7.0,5.0,135.29,-3.285,37.58,146.46
3301,NCCN,8.419,-6.158,2.261,2.07,5.573,0.0078,5.647,0.012,6.074,0.0127,6.131,,2.0,2.0,52.04,0.304,17.14,84.59
12184,CCOC(=O)CO,7.306,-7.287000000000001,0.019,3.14,6.109,0.0011,6.336,0.0302,6.922000000000001,0.0001,7.518,,3.0,1.0,46.53,-0.4579999999999999,23.79,5.82
12232,CSSC,5.845,-6.455,-0.61,2.25,4.562,0.0093,4.638999999999999,0.0017,5.72,0.0026,5.765,,2.0,0.0,50.6,1.6269999999999998,26.91,-5.97
